;Date Revised:  (Select today’s date);Department: ;Location (city/site):;Position Title:;Reports To (Position):;Safety-Sensitive:;Title (and #) of Direct Reports:;POSITION SUMMARY:;responsabilities;CA;CA_REQD;CA_ASSET;CP;CP_REQD;CP_ASSET;ER;ER_REQD;ER_ASSET;EI;EI_REQD;EI_ASSET;TS;TS_REQD;TS_ASSET;competencies;competency_group;Bending/Crouching:;Climbing:;Driving:;Keyboarding:;Kneeling/Crawling:;On-call:;Operating equipment:;Sedentary/Sitting:;Shift work:;Travel:;Walking:;Manual tools:;Office equipment:;Pneumatic tools:;Power tools:;Shop tools:;Tool belt worn:;Vibration tools:;Welding:; Extreme heat/cold:;Chemicals:;Confined spaces:;Heights:;Moving equipment:;Night time:;Noise:;Outdoors:;Rotating equipment:;Toxic gases:;Uneven surfaces:;Wet or damp:;Light 11-20 pounds:;Medium 21-50 pounds:;Sedentary 0-10 pounds:;Carrying:;Lifting:;Pushing/pulling:;Standing:
108; 23-Sep-12;Lloydminster Financial Services;Lloydminster;Senior Accounting Technician;Supervisor, Accounting & Systems;No;;;$$$%%%&&&$$$%%%&&&$$$%%%&&&$$$%%%&&&$$$%%%&&&;;;;;;;;;;;;;;;;Forward Thinking$$$%%%&&&Change Agility$$$%%%&&&Develops Potential$$$%%%&&&Communicates Effectively$$$%%%&&&Works Collaboratively$$$%%%&&&Technical Professional Skills$$$%%%&&&Drives for Results;   Individual Contributor ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109; 23-Sep-12;Lloydminster Financial Services;Lloydminster;Senior Financial Accountant;Supervisor, Acccounting & Systems;No;;In this role, you will provide financial reporting, budgeting, analytical and forecasting support to the Lloydminster District Management team.;Compiling and interpreting monthly financial data$$$%%%&&&Preparing and monitoring monthly financial reports for management, investigating variance issues and preparing the financial sign-off documents, on a monthly basis$$$%%%&&&Coordinating the preparation of annual operating and sustaining capital budgets$$$%%%&&&Preparing quarterly operating cost forecasts$$$%%%&&&Ensuring business activities are reported accurately, and in a timely manner and in accordance with generally accepted accounting (GAAP) principles$$$%%%&&&Compiling, preparing and delivering responses and presentations to the District management team$$$%%%&&&Participating in system development activities (including testing)$$$%%%&&&Adherence to corporate policies;Post secondary education in Accounting;Post secondary education in Accounting;;A professional designation with CA, CMA or CGA would be an asset;;A professional designation with CA, CMA or CGA would be an asset;A comprehensive knowledge of integrated management information systems, preferably a minimum of 2 years 'hands on' experience with SAP R/3;A comprehensive knowledge of integrated management information systems, preferably a minimum of 2 years 'hands on' experience with SAP R/3;;A minimum 3 years' petroleum experience or a combination of relevant experience and education will also be considered$$$%%%&&&Excellent knowledge of oil and gas accounting and generally accepted accounting principles (GAAP);A minimum 3 years' petroleum experience or a combination of relevant experience and education will also be considered$$$%%%&&&Excellent knowledge of oil and gas accounting and generally accepted accounting principles (GAAP);;Proficiency in the development of MS Excel spreadsheets is required with a good working knowledge of MS Word and PowerPoint$$$%%%&&&Above average analytical skills in order to secure relevant information/data and identify key issues and relationships to determine appropriate course of action to rectify deficiencies$$$%%%&&&Excellent business writing and oral communication skills$$$%%%&&&Proven ability to work in a team environment dealing with people from various disciplines to achieve goals, and to identify and resolve problems with minimal supervision$$$%%%&&&Exceptional skills in effectively managing multiple tasks, often under pressure and within rigid time constraints;Proficiency in the development of MS Excel spreadsheets is required with a good working knowledge of MS Word and PowerPoint$$$%%%&&&Above average analytical skills in order to secure relevant information/data and identify key issues and relationships to determine appropriate course of action to rectify deficiencies$$$%%%&&&Excellent business writing and oral communication skills$$$%%%&&&Proven ability to work in a team environment dealing with people from various disciplines to achieve goals, and to identify and resolve problems with minimal supervision$$$%%%&&&Exceptional skills in effectively managing multiple tasks, often under pressure and within rigid time constraints;;Forward Thinking$$$%%%&&&Change Agility$$$%%%&&&Develops Potential$$$%%%&&&Communicates Effectively$$$%%%&&&Works Collaboratively$$$%%%&&&Technical Professional Skills$$$%%%&&&Drives for Results;   Individual Contributor ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110; 23-Sep-12;Lloydminster Financial Services;Lloydminster;Supervior, HOG Financial Accounting;Manager, Lloydminster Regional Financial Services;No;;;$$$%%%&&&$$$%%%&&&$$$%%%&&&$$$%%%&&&$$$%%%&&&;;;;;;;;;;;;;;;;Forward Thinking$$$%%%&&&Change Agility$$$%%%&&&Develops Potential$$$%%%&&&Communicates Effectively$$$%%%&&&Works Collaboratively$$$%%%&&&Technical Professional Skills$$$%%%&&&Drives for Results;   Individual Contributor ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111; 23-Sep-12;Lloydminster Financial Services;Lloydminster;Supervisor, Accounting & Systems;Manager, Lloydminster Regional Financial Services;No;;;$$$%%%&&&$$$%%%&&&$$$%%%&&&$$$%%%&&&$$$%%%&&&;;;;;;;;;;;;;;;;Forward Thinking$$$%%%&&&Change Agility$$$%%%&&&Develops Potential$$$%%%&&&Communicates Effectively$$$%%%&&&Works Collaboratively$$$%%%&&&Technical Professional Skills$$$%%%&&&Drives for Results;   Team Lead/ Supervisor ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112; 23-Sep-12;Lloydminster Financial Services;Lloydminster;Supervisor, Financial Accounting;Manager, Lloydminster Regional Financial Services;No;;;$$$%%%&&&$$$%%%&&&$$$%%%&&&$$$%%%&&&$$$%%%&&&;;;;;;;;;;;;;;;;Forward Thinking$$$%%%&&&Change Agility$$$%%%&&&Develops Potential$$$%%%&&&Communicates Effectively$$$%%%&&&Works Collaboratively$$$%%%&&&Technical Professional Skills$$$%%%&&&Drives for Results;   Individual Contributor ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113; 23-Sep-12;Lloydminster Financial Services;Lloydminster;Supervisor, PG Finance & Accounting;Manager, Loydminster Regional Financial Services;No;;;$$$%%%&&&$$$%%%&&&$$$%%%&&&$$$%%%&&&$$$%%%&&&;;;;;;;;;;;;;;;;Forward Thinking$$$%%%&&&Change Agility$$$%%%&&&Develops Potential$$$%%%&&&Communicates Effectively$$$%%%&&&Works Collaboratively$$$%%%&&&Technical Professional Skills$$$%%%&&&Drives for Results;   Team Lead/ Supervisor ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114; 11-Oct-12;Midstream & Downstream, Accounting;Calgary, AB;Manager, Finance & Accounting, Midstream & Downstream;Vice President, Finance & Controller;No;;;$$$%%%&&&$$$%%%&&&$$$%%%&&&$$$%%%&&&$$$%%%&&&;;;;;;;;;;;;;;;;Forward Thinking$$$%%%&&&Change Agility$$$%%%&&&Develops Potential$$$%%%&&&Communicates Effectively$$$%%%&&&Works Collaboratively$$$%%%&&&Technical Professional Skills$$$%%%&&&Drives for Results;   Manager ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115; 11-Oct-12;Midstream & Downstream;Calgary, AB;Senior Economic & Planning Analyst;Manager, Finance & Accounting, Midstream & Downstream ;No;;;$$$%%%&&&$$$%%%&&&$$$%%%&&&$$$%%%&&&$$$%%%&&&;;;;;;;;;;;;;;;;Forward Thinking$$$%%%&&&Change Agility$$$%%%&&&Develops Potential$$$%%%&&&Communicates Effectively$$$%%%&&&Works Collaboratively$$$%%%&&&Technical Professional Skills$$$%%%&&&Drives for Results;   Individual Contributor ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116; 11-Oct-12;Midstream & Downstream, Accounting;Calgary, AB;Accountant, Downstream Accounting;Accounting Supervisor ;No;;;$$$%%%&&&$$$%%%&&&$$$%%%&&&$$$%%%&&&$$$%%%&&&;;;;;;;;;;;;;;;;Forward Thinking$$$%%%&&&Change Agility$$$%%%&&&Develops Potential$$$%%%&&&Communicates Effectively$$$%%%&&&Works Collaboratively$$$%%%&&&Technical Professional Skills$$$%%%&&&Drives for Results;   Individual Contributor ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117; 11-Oct-12;Midstream & Downstream, Accounting;Calgary, AB;Accountant, Midstream Accounting;Accounting Supervisor ;No;;;$$$%%%&&&$$$%%%&&&$$$%%%&&&$$$%%%&&&$$$%%%&&&;;;;;;;;;;;;;;;;Forward Thinking$$$%%%&&&Change Agility$$$%%%&&&Develops Potential$$$%%%&&&Communicates Effectively$$$%%%&&&Works Collaboratively$$$%%%&&&Technical Professional Skills$$$%%%&&&Drives for Results;   Individual Contributor ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118; 11-Oct-12;Midstream & Downstream, Accounting;Calgary, AB;Accounting Manager, Midstream & Downstream;Manager, Finance & Accounting, Midstream & Downstream;No;;In this role, you will contribute to the business strategy and operations of Husky Energy Inc. as a key member of the Midstream and Downstream Finance and Accounting Leadership Team. You will work closely with the leadership team and be responsible for overseeing all accounting operations of the midstream and downstream operations of the Company. You will also be responsible for driving the organization with respect to building transparencies and accountabilities between the business units, accounting and the finance team.;"Manage the Company's midstream and downstream accounting activities;$$$%%%&&&Work closely to implement long and short-term financial strategic and operational programs in support of Husky's profitability objectives and ensures appropriate measures are in place to track performance;$$$%%%&&&Meet all financial compliance obligations as they relate to the area of responsibility;$$$%%%&&&Increase the level of productivity and efficiency of the team;$$$%%%&&&Decrease the cost in the Accounting Services teams;$$$%%%&&&Meet all internal service-level agreements;$$$%%%&&&Enhance the level of development of team members.";A Bachelor of Business / Commerce;A Bachelor of Business / Commerce;;Accounting designation (CA, CMA, CGA, CPA or CFA);Accounting designation (CA, CMA, CGA, CPA or CFA);;Minimum 10 years of experience in relevant progressive financial functions.$$$%%%&&&Experience working in a leadership role in the Financial industry$$$%%%&&&Project Management experience$$$%%%&&&Experience with accounting and/or enterprise reporting systems, preferably SAP;Minimum 10 years of experience in relevant progressive financial functions.$$$%%%&&&Experience working in a leadership role in the Financial industry$$$%%%&&&Project Management experience$$$%%%&&&Experience with accounting and/or enterprise reporting systems, preferably SAP;;Oil and Gas experience would be an asset.;;Oil and Gas experience would be an asset.;Demonstrates exceptional planning and organizational skills$$$%%%&&&Track record of effectively developing, managing, and mentoring a talented financial team$$$%%%&&&Proven leadership and communication skills, especially with large groups$$$%%%&&&Ability to motivate a team, support and lead change within an organization$$$%%%&&&Possess a high level of integrity, self-confident and innovative;Demonstrates exceptional planning and organizational skills$$$%%%&&&Track record of effectively developing, managing, and mentoring a talented financial team$$$%%%&&&Proven leadership and communication skills, especially with large groups$$$%%%&&&Ability to motivate a team, support and lead change within an organization$$$%%%&&&Possess a high level of integrity, self-confident and innovative;;Forward Thinking$$$%%%&&&Change Agility$$$%%%&&&Develops Potential$$$%%%&&&Communicates Effectively$$$%%%&&&Works Collaboratively$$$%%%&&&Technical Professional Skills$$$%%%&&&Drives for Results;   Manager ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119; 11-Oct-12;Midstream & Downstream, Accounting;Calgary, AB;Accounting Supervisor, Downstream Fuels Marketing & Ancillary Income;Accounting Manager;No;;;$$$%%%&&&$$$%%%&&&$$$%%%&&&$$$%%%&&&$$$%%%&&&;;;;;;;;;;;;;;;;Forward Thinking$$$%%%&&&Change Agility$$$%%%&&&Develops Potential$$$%%%&&&Communicates Effectively$$$%%%&&&Works Collaboratively$$$%%%&&&Technical Professional Skills$$$%%%&&&Drives for Results;   Team Lead/ Supervisor ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120; 11-Oct-12;Midstream & Downstream, Accounting;Calgary, AB;Accounting Supervisor, Downstream Supply/Logistics/Asphalt Sales;Accounting Manager;No;;This individual will be a leader of a team of accounting employees who perform accounting and information services as they relate to Downstream, Supply & Logistics and Asphalt Sales Business Units. In this role, you will ensure accounting processes and controls are implemented in a manner that effectively utilizes resources and produces reliable information.;Coordination and supervision of month end closing processes relating to downstream, supply and logistics, asphalt and ethanol accounting$$$%%%&&&Approve posting of journal entries and cheque exchange process$$$%%%&&&Review and potentially assist preparation of month end reports and analysis$$$%%%&&&Build relationships within accounting and the Company to work effectively together to ensure accuracy in the data reported$$$%%%&&&Provide analysis and respond to queries from senior management on the financial results$$$%%%&&&Provide accounting training and support to accountants to handle new business initiative, contracts, government regulatory reporting and special projects$$$%%%&&&Provide accurate and complete reporting and analyses for assigned areas of responsibility.$$$%%%&&&Establish accounting principles and practices for area of responsibility$$$%%%&&&Supervise development of staff including training, performance appraisals, compensation recommendations, hiring recommendations and recruitment planning$$$%%%&&&Participate in the strategic planning and budgeting activities for the department. Ensure that timely, accurate and high quality information flows smoothly to others$$$%%%&&&Directly supervise seven financial and downstream supply accountants and four accounting technicians$$$%%%&&&Various ad-hoc analyses;Designated accountant (CA, CMA, or CGA);;;;;;Six year post designated experience$$$%%%&&&Minimum 3 years' supervisory experience$$$%%%&&&Experience working in a downstream and supply operational / financial accounting role$$$%%%&&&Experience with government regulatory reporting;Six year post designated experience$$$%%%&&&Minimum 3 years' supervisory experience$$$%%%&&&Experience working in a downstream and supply operational / financial accounting role$$$%%%&&&Experience with government regulatory reporting;;Minimum 5 years of Oil and Gas Accounting experience is preferred;;Minimum 5 years of Oil and Gas Accounting experience is preferred;"Strong analytical skills which emphasize a desire to understand ""why?""$$$%%%&&&Strong Microsoft Excel and SAP knowledge$$$%%%&&&Excellent communication skills, both written and verbal$$$%%%&&&Self-motivation, independence, team skills and a positive working attitude$$$%%%&&&Pride in quality and the ability to work under stress in an environment with tight deadlines";"Strong analytical skills which emphasize a desire to understand ""why?""$$$%%%&&&Strong Microsoft Excel and SAP knowledge$$$%%%&&&Excellent communication skills, both written and verbal$$$%%%&&&Self-motivation, independence, team skills and a positive working attitude$$$%%%&&&Pride in quality and the ability to work under stress in an environment with tight deadlines";;Forward Thinking$$$%%%&&&Change Agility$$$%%%&&&Develops Potential$$$%%%&&&Communicates Effectively$$$%%%&&&Works Collaboratively$$$%%%&&&Technical Professional Skills$$$%%%&&&Drives for Results;   Team Lead/ Supervisor ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121; 11-Oct-12;Midstream & Downstream, Accounting;Calgary, AB;Accounting Supervisor, Midstream Oil;Accounting Manager;No;;;$$$%%%&&&$$$%%%&&&$$$%%%&&&$$$%%%&&&$$$%%%&&&;;;;;;;;;;;;;;;;Forward Thinking$$$%%%&&&Change Agility$$$%%%&&&Develops Potential$$$%%%&&&Communicates Effectively$$$%%%&&&Works Collaboratively$$$%%%&&&Technical Professional Skills$$$%%%&&&Drives for Results;   Team Lead/ Supervisor ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122; 11-Oct-12;Midstream & Downstream, Accounting;Calgary, AB;Accounting Supervisor, Natural Gas, Natural Gas Liquids, Sulpher Cogen;Accounting Manager;No;;;$$$%%%&&&$$$%%%&&&$$$%%%&&&$$$%%%&&&$$$%%%&&&;;;;;;;;;;;;;;;;Forward Thinking$$$%%%&&&Change Agility$$$%%%&&&Develops Potential$$$%%%&&&Communicates Effectively$$$%%%&&&Works Collaboratively$$$%%%&&&Technical Professional Skills$$$%%%&&&Drives for Results;   Team Lead/ Supervisor ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123; 11-Oct-12;Midstream & Downstream, Accounting;Calgary, AB;Accounting Technician;Accounting Supervisor, Downstream Fuels Marketing & Ancillary Income;No;;This position is responsible for the accounting and management of consigned fuel, including the analysis of inventories, purchases, sales and profit margins, as they relate to the Downstream Refined Products Retail business. As a member of this team, your main responsibility will be to manage the inventory component of Husky owned fuel sold at our retail gas stations.;Prepare documents for posting or scanning$$$%%%&&&Prepare and post transactions$$$%%%&&&Run, balance and control automated processes$$$%%%&&&Manually input billing and other transactional data$$$%%%&&&Analyze and correct billing or payment errors$$$%%%&&&Analyze and report on billing or payment data$$$%%%&&&Provide answers and support to queries from external and internal vendors and customers$$$%%%&&&Accrue and record pre-payments$$$%%%&&&Perform cost accounting$$$%%%&&&Perform inventory accounting$$$%%%&&&Balancing and reconciliation of inventories$$$%%%&&&Analyze and correct inventory discrepancies$$$%%%&&&Investigate missing transactions$$$%%%&&&Post or control general ledger interfaces$$$%%%&&&Reconcile general ledger accounts or sub ledgers$$$%%%&&&Prepare routine accounting reports$$$%%%&&&Identify and communicate opportunities to improve processes, eliminate reporting duplication and streamline reporting$$$%%%&&&Updating desk documentation (procedure manuals)$$$%%%&&&System testing as required;Post Secondary Diploma in Accounting;Post Secondary Diploma in Accounting;;;;;Minimum 2 years related experience$$$%%%&&&General accounting experience preferably in billing or inventory reconciliation$$$%%%&&&Reconciliation experience;Minimum 2 years related experience$$$%%%&&&Reconciliation experience;General accounting experience preferably in billing or inventory reconciliation;;;;Strong Excel skills and solid skills with other Microsoft products$$$%%%&&&Experience with SMS, SAP or other accounting software$$$%%%&&&Able to troubleshoot basic process and system issues, making adjustments/corrections within delegated authorities$$$%%%&&&Strict attention to detail and accuracy and ability to meet daily and monthly deadlines$$$%%%&&&Able to work in a deadline driven team environment with a high tolerance for ambiguity, complexity and change$$$%%%&&&Able to work effectively in a team environment;Strong Excel skills and solid skills with other Microsoft products$$$%%%&&&Experience with SMS, SAP or other accounting software$$$%%%&&&Able to troubleshoot basic process and system issues, making adjustments/corrections within delegated authorities$$$%%%&&&Strict attention to detail and accuracy and ability to meet daily and monthly deadlines$$$%%%&&&Able to work in a deadline driven team environment with a high tolerance for ambiguity, complexity and change$$$%%%&&&Able to work effectively in a team environment;;Forward Thinking$$$%%%&&&Change Agility$$$%%%&&&Develops Potential$$$%%%&&&Communicates Effectively$$$%%%&&&Works Collaboratively$$$%%%&&&Technical Professional Skills$$$%%%&&&Drives for Results;   Individual Contributor ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124; 11-Oct-12;Midstream & Downstream, Accounting;Calgary, AB;Financial Reporting Accountant;Accounting Supervisor, Downstream Supply/Logistics/Asphalt Sales;No;;In this role, you will be responsible for the marketing and supply accounting functions as they relate to the entire Downstream Supply and Retail Business unit.;Working as part of an accounting team completing complex Supply accounting transactions.$$$%%%&&&Performing detailed analysis of monthly results$$$%%%&&&Building close working relationships with business unit , Upstream, Midstream and Third Party customers$$$%%%&&&Researching problems, answering inquiries and following up on outstanding issues with various departments and outside companies$$$%%%&&&Reviewing account reconciliations, journal entries and government reporting.$$$%%%&&&Financial reporting responsibilities for Downstream Supply Legal entities and segments$$$%%%&&&Redesign and maintain Key Performance Indicators (KPI) reporting$$$%%%&&&Prepare month-end closing binder$$$%%%&&&Liaise with other internal departments to research, design, and implement accounting for new business lines or geographical areas$$$%%%&&&Ensuring business activities are reported accurately, and in a timely manner and in accordance with IFRS principles and corporate policies$$$%%%&&&Other projects as assigned;A Bachelor's Degree or College Diploma in Accounting, Finance or Business Administration;A Bachelor's Degree or College Diploma in Accounting, Finance or Business Administration;;Accounting Designation (CA, CMA & CGA);Accounting Designation (CA, CMA & CGA);;;;;A minimum of 5 years of petroleum accounting experience, preferably in the downstream environment$$$%%%&&&Experience in an oil and gas operation accounting role;A minimum of 5 years of petroleum accounting experience, preferably in the downstream environment$$$%%%&&&Experience in an oil and gas operation accounting role;;"Strong Excel skills$$$%%%&&&Strong SAP knowledge$$$%%%&&&Experience with BW query and SMS is an asset$$$%%%&&&Strong analytical skills which emphasize a desire to understand ""why?""$$$%%%&&&Excellent verbal and written communication skills$$$%%%&&&Self-motivation, independence, team skills and a positive working attitude$$$%%%&&&Pride in quality and the ability to work under stress in an environment with several deadlines";"Strong Excel skills$$$%%%&&&Strong SAP knowledge$$$%%%&&&Strong analytical skills which emphasize a desire to understand ""why?""$$$%%%&&&Excellent verbal and written communication skills$$$%%%&&&Self-motivation, independence, team skills and a positive working attitude$$$%%%&&&Pride in quality and the ability to work under stress in an environment with several deadlines";Experience with BW query and SMS is an asset;Forward Thinking$$$%%%&&&Change Agility$$$%%%&&&Develops Potential$$$%%%&&&Communicates Effectively$$$%%%&&&Works Collaboratively$$$%%%&&&Technical Professional Skills$$$%%%&&&Drives for Results;   Individual Contributor ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125; 11-Oct-12;Midstream & Downstream, Accounting ;Calgary, AB;Midstream Accountant;Accounting Sueprvisor, Midstream Oil;No;;In this role, you will be responsible for the marketing and supply accounting functions as they relate to crude oil.;Working as part of an accounting team and completing high volume, complex Midstream oil transactions$$$%%%&&&Balancing pipeline receipts, dispositions and inventories on a monthly basis$$$%%%&&&Process crude purchase payment, invoices, net out settlement, tariff and equalization invoices$$$%%%&&&Performing detailed analysis of monthly results with a focus on understanding and explaining estimate to actual variances$$$%%%&&&Building close working relationships with Oil Marketing, Upstream and Third Party customers$$$%%%&&&Researching problems, answering inquiries and following up on outstanding issues with various departments and outside companies$$$%%%&&&Performing account reconciliations, payment processing, journal entries, government reporting and distribution of net revenue$$$%%%&&&Ensuring business activities are reported accurately, and in a timely manner and in accordance with IFRS accounting principles and corporate policies;A Bachelor's Degree or College Diploma;A Bachelor's Degree or College Diploma;;Working towards the completion on the CMA or CGA destination;Working towards the completion on the CMA or CGA destination;;;;;Minimum of 5 years of petroleum accounting experience, preferably in the Midstream environment or a combination of relevant experience and education will also be considered with basic understanding of oil and gas product accounting;Minimum of 5 years of petroleum accounting experience, preferably in the Midstream environment or a combination of relevant experience and education will also be considered with basic understanding of oil and gas product accounting;;Strong computer skills used as a foundation to work with multiple system applications, advance excel skill, experience using SAP would be a definite asset$$$%%%&&&Good analytical skills in order to secure relevant information/data and identify key issues and relationships to determine appropriate course of action to rectify deficiencies$$$%%%&&&Ability to identify and streamline processes within a team environment$$$%%%&&&Good business writing and oral communication skills and the ability to communicate with internal and external stakeholders in an effective and professional manner$$$%%%&&&Proven ability to work in a team environment dealing with people from various disciplines to achieve goals, and to identify and resolve problems with minimal supervision$$$%%%&&&Good organizational skill, flexible, able to multiple tasks, often under pressure and within rigid time constraints;Good analytical skills in order to secure relevant information/data and identify key issues and relationships to determine appropriate course of action to rectify deficiencies$$$%%%&&&Ability to identify and streamline processes within a team environment$$$%%%&&&Good business writing and oral communication skills and the ability to communicate with internal and external stakeholders in an effective and professional manner$$$%%%&&&Proven ability to work in a team environment dealing with people from various disciplines to achieve goals, and to identify and resolve problems with minimal supervision$$$%%%&&&Good organizational skill, flexible, able to multiple tasks, often under pressure and within rigid time constraints;Strong computer skills used as a foundation to work with multiple system applications, advance excel skill, experience using SAP would be a definite asset;Forward Thinking$$$%%%&&&Change Agility$$$%%%&&&Develops Potential$$$%%%&&&Communicates Effectively$$$%%%&&&Works Collaboratively$$$%%%&&&Technical Professional Skills$$$%%%&&&Drives for Results;   Individual Contributor ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126; 11-Oct-12;Midstream & Downstream, Accounting;Calgary, AB;Senior Accountant, Downstream Accounting;Accounting Supervisor ;No;;;$$$%%%&&&$$$%%%&&&$$$%%%&&&$$$%%%&&&$$$%%%&&&;;;;;;;;;;;;;;;;Forward Thinking$$$%%%&&&Change Agility$$$%%%&&&Develops Potential$$$%%%&&&Communicates Effectively$$$%%%&&&Works Collaboratively$$$%%%&&&Technical Professional Skills$$$%%%&&&Drives for Results;   Individual Contributor ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127; 11-Oct-12;Midstream & Downstream, Accounting;Calgary, AB;Senior Accountant, Midstream Accounting;Accounting Supervisor ;No;;;$$$%%%&&&$$$%%%&&&$$$%%%&&&$$$%%%&&&$$$%%%&&&;;;;;;;;;;;;;;;;Forward Thinking$$$%%%&&&Change Agility$$$%%%&&&Develops Potential$$$%%%&&&Communicates Effectively$$$%%%&&&Works Collaboratively$$$%%%&&&Technical Professional Skills$$$%%%&&&Drives for Results;   Individual Contributor ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128; 11-Oct-12;Midstream & Downstream, Accounting;Calgary, AB;Senior Accounting Technician;Accounting Supervisor, Downstream Fuels Marketing & Ancillary Income;No;;This position is responsible for the accounting and management of consigned fuel, including the analysis of inventories, purchases, sales and profit margins, as they relate to the Downstream Refined Products Retail business. As a member of this team, your main responsibility will be to manage the inventory component of Husky owned fuel sold at our retail gas stations.;Prepare documents for posting or scanning$$$%%%&&&Prepare and post transactions$$$%%%&&&Run, balance and control automated processes$$$%%%&&&Manually input billing and other transactional data$$$%%%&&&Analyze and correct billing or payment errors$$$%%%&&&Analyze and report on billing or payment data$$$%%%&&&Provide answers and support to queries from external and internal vendors and customers$$$%%%&&&Accrue and record pre-payments$$$%%%&&&Perform cost accounting$$$%%%&&&Perform inventory accounting$$$%%%&&&Balancing and reconciliation of inventories$$$%%%&&&Analyze and correct inventory discrepancies$$$%%%&&&Investigate missing transactions$$$%%%&&&Post or control general ledger interfaces$$$%%%&&&Reconcile general ledger accounts or sub ledgers$$$%%%&&&Prepare routine accounting reports$$$%%%&&&Identify and communicate opportunities to improve processes, eliminate reporting duplication and streamline reporting$$$%%%&&&Updating desk documentation (procedure manuals)$$$%%%&&&System testing as required;Post Secondary Diploma in Accounting;Post Secondary Diploma in Accounting;;;;;Minimum 2 years related experience$$$%%%&&&General accounting experience preferably in billing or inventory reconciliation$$$%%%&&&Reconciliation experience;Minimum 2 years related experience$$$%%%&&&Reconciliation experience;General accounting experience preferably in billing or inventory reconciliation;;;;Strong Excel skills and solid skills with other Microsoft products$$$%%%&&&Experience with SMS, SAP or other accounting software$$$%%%&&&Able to troubleshoot basic process and system issues, making adjustments/corrections within delegated authorities$$$%%%&&&Strict attention to detail and accuracy and ability to meet daily and monthly deadlines$$$%%%&&&Able to work in a deadline driven team environment with a high tolerance for ambiguity, complexity and change$$$%%%&&&Able to work effectively in a team environment;Strong Excel skills and solid skills with other Microsoft products$$$%%%&&&Experience with SMS, SAP or other accounting software$$$%%%&&&Able to troubleshoot basic process and system issues, making adjustments/corrections within delegated authorities$$$%%%&&&Strict attention to detail and accuracy and ability to meet daily and monthly deadlines$$$%%%&&&Able to work in a deadline driven team environment with a high tolerance for ambiguity, complexity and change$$$%%%&&&Able to work effectively in a team environment;;Forward Thinking$$$%%%&&&Change Agility$$$%%%&&&Develops Potential$$$%%%&&&Communicates Effectively$$$%%%&&&Works Collaboratively$$$%%%&&&Technical Professional Skills$$$%%%&&&Drives for Results;   Individual Contributor ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
